基因名称,基因ID,涉及其他数据库,涉及其他数据的编号,涉及其他数据库的链接（若有多个网址用分号分隔）
VDAC2 voltage dependent anion channel 2,7417,HGNC,12672,https://www.genenames.org/tools/search/#!/?query=%2012672
VDAC2 voltage dependent anion channel 2,7417,Ensembl,ENSG00000165637,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000165637
VDAC2 voltage dependent anion channel 2,7417,UniProt,P45880 A0A024QZT0,https://www.uniprot.org/uniprot/P45880; https://www.uniprot.org/uniprot/A0A024QZT0
VDAC3 voltage dependent anion channel 3,7419,NCBI-GeneID,7419,https://www.ncbi.nlm.nih.gov/gene/7419
VDAC3 voltage dependent anion channel 3,7419,NCBI-ProteinID,NP_005653,https://www.ncbi.nlm.nih.gov/protein/NP_005653
VDAC3 voltage dependent anion channel 3,7419,OMIM,610029,https://omim.org/entry/610029
VDAC3 voltage dependent anion channel 3,7419,HGNC,12674,https://www.genenames.org/tools/search/#!/?query=%2012674
VDAC3 voltage dependent anion channel 3,7419,Ensembl,ENSG00000078668,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000078668
VDAC3 voltage dependent anion channel 3,7419,UniProt,Q9Y277,https://www.uniprot.org/uniprot/Q9Y277
SLC25A4 solute carrier family 25 member 4,291,NCBI-GeneID,291,https://www.ncbi.nlm.nih.gov/gene/291
SLC25A4 solute carrier family 25 member 4,291,NCBI-ProteinID,NP_001142,https://www.ncbi.nlm.nih.gov/protein/NP_001142
SLC25A4 solute carrier family 25 member 4,291,OMIM,103220,https://omim.org/entry/103220
SLC25A4 solute carrier family 25 member 4,291,HGNC,10990,https://www.genenames.org/tools/search/#!/?query=%2010990
SLC25A4 solute carrier family 25 member 4,291,Ensembl,ENSG00000151729,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151729
SLC25A4 solute carrier family 25 member 4,291,UniProt,P12235 A0A0S2Z3H3,https://www.uniprot.org/uniprot/P12235; https://www.uniprot.org/uniprot/A0A0S2Z3H3
SLC25A5 solute carrier family 25 member 5,292,NCBI-GeneID,292,https://www.ncbi.nlm.nih.gov/gene/292
SLC25A5 solute carrier family 25 member 5,292,NCBI-ProteinID,NP_001143,https://www.ncbi.nlm.nih.gov/protein/NP_001143
SLC25A5 solute carrier family 25 member 5,292,OMIM,300150,https://omim.org/entry/300150
SLC25A5 solute carrier family 25 member 5,292,HGNC,10991,https://www.genenames.org/tools/search/#!/?query=%2010991
SLC25A5 solute carrier family 25 member 5,292,Ensembl,ENSG00000005022,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000005022
SLC25A5 solute carrier family 25 member 5,292,UniProt,P05141 Q6NVC0,https://www.uniprot.org/uniprot/P05141; https://www.uniprot.org/uniprot/Q6NVC0
SLC25A6 solute carrier family 25 member 6,293,NCBI-GeneID,293,https://www.ncbi.nlm.nih.gov/gene/293
SLC25A6 solute carrier family 25 member 6,293,NCBI-ProteinID,NP_001627,https://www.ncbi.nlm.nih.gov/protein/NP_001627
SLC25A6 solute carrier family 25 member 6,293,OMIM,300151 403000,https://omim.org/entry/300151; https://omim.org/entry/403000
SLC25A6 solute carrier family 25 member 6,293,HGNC,10992,https://www.genenames.org/tools/search/#!/?query=%2010992
SLC25A6 solute carrier family 25 member 6,293,Ensembl,ENSG00000169100 ENSG00000292334,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000169100; https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000292334
SLC25A6 solute carrier family 25 member 6,293,UniProt,P12236 Q6I9V5,https://www.uniprot.org/uniprot/P12236; https://www.uniprot.org/uniprot/Q6I9V5
SLC25A31 solute carrier family 25 member 31,83447,NCBI-GeneID,83447,https://www.ncbi.nlm.nih.gov/gene/83447
SLC25A31 solute carrier family 25 member 31,83447,NCBI-ProteinID,NP_112581,https://www.ncbi.nlm.nih.gov/protein/NP_112581
SLC25A31 solute carrier family 25 member 31,83447,OMIM,610796,https://omim.org/entry/610796
SLC25A31 solute carrier family 25 member 31,83447,HGNC,25319,https://www.genenames.org/tools/search/#!/?query=%2025319
SLC25A31 solute carrier family 25 member 31,83447,Ensembl,ENSG00000151475,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000151475
SLC25A31 solute carrier family 25 member 31,83447,UniProt,Q9H0C2,https://www.uniprot.org/uniprot/Q9H0C2
"CYCS cytochrome c, somatic",54205,NCBI-GeneID,54205,https://www.ncbi.nlm.nih.gov/gene/54205
"CYCS cytochrome c, somatic",54205,NCBI-ProteinID,NP_061820,https://www.ncbi.nlm.nih.gov/protein/NP_061820
"CYCS cytochrome c, somatic",54205,OMIM,123970,https://omim.org/entry/123970
"CYCS cytochrome c, somatic",54205,HGNC,19986,https://www.genenames.org/tools/search/#!/?query=%2019986
"CYCS cytochrome c, somatic",54205,Ensembl,ENSG00000172115,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000172115
"CYCS cytochrome c, somatic",54205,UniProt,P99999 G4XXL9,https://www.uniprot.org/uniprot/P99999; https://www.uniprot.org/uniprot/G4XXL9
APAF1 apoptotic peptidase activating factor 1,317,NCBI-GeneID,317,https://www.ncbi.nlm.nih.gov/gene/317
APAF1 apoptotic peptidase activating factor 1,317,NCBI-ProteinID,NP_863651,https://www.ncbi.nlm.nih.gov/protein/NP_863651
APAF1 apoptotic peptidase activating factor 1,317,OMIM,602233,https://omim.org/entry/602233
APAF1 apoptotic peptidase activating factor 1,317,HGNC,576,https://www.genenames.org/tools/search/#!/?query=%20576
APAF1 apoptotic peptidase activating factor 1,317,Ensembl,ENSG00000120868,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000120868
APAF1 apoptotic peptidase activating factor 1,317,UniProt,O14727,https://www.uniprot.org/uniprot/O14727
CASP9 caspase 9,842,NCBI-GeneID,842,https://www.ncbi.nlm.nih.gov/gene/842
CASP9 caspase 9,842,NCBI-ProteinID,NP_001220,https://www.ncbi.nlm.nih.gov/protein/NP_001220
CASP9 caspase 9,842,OMIM,602234,https://omim.org/entry/602234
CASP9 caspase 9,842,HGNC,1511,https://www.genenames.org/tools/search/#!/?query=%201511
CASP9 caspase 9,842,Ensembl,ENSG00000132906,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000132906
CASP9 caspase 9,842,UniProt,P55211,https://www.uniprot.org/uniprot/P55211
CASP3 caspase 3,836,NCBI-GeneID,836,https://www.ncbi.nlm.nih.gov/gene/836
CASP3 caspase 3,836,NCBI-ProteinID,NP_004337,https://www.ncbi.nlm.nih.gov/protein/NP_004337
CASP3 caspase 3,836,OMIM,600636,https://omim.org/entry/600636
CASP3 caspase 3,836,HGNC,1504,https://www.genenames.org/tools/search/#!/?query=%201504
CASP3 caspase 3,836,Ensembl,ENSG00000164305,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000164305
CASP3 caspase 3,836,UniProt,P42574,https://www.uniprot.org/uniprot/P42574
PRNP prion protein (Kanno blood group),5621,NCBI-GeneID,5621,https://www.ncbi.nlm.nih.gov/gene/5621
PRNP prion protein (Kanno blood group),5621,NCBI-ProteinID,NP_000302,https://www.ncbi.nlm.nih.gov/protein/NP_000302
PRNP prion protein (Kanno blood group),5621,OMIM,176640,https://omim.org/entry/176640
PRNP prion protein (Kanno blood group),5621,HGNC,9449,https://www.genenames.org/tools/search/#!/?query=%209449
PRNP prion protein (Kanno blood group),5621,Ensembl,ENSG00000171867,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000171867
PRNP prion protein (Kanno blood group),5621,UniProt,P04156 Q53YK7,https://www.uniprot.org/uniprot/P04156; https://www.uniprot.org/uniprot/Q53YK7
PSMA6 proteasome 20S subunit alpha 6,5687,NCBI-GeneID,5687,https://www.ncbi.nlm.nih.gov/gene/5687
PSMA6 proteasome 20S subunit alpha 6,5687,NCBI-ProteinID,NP_002782,https://www.ncbi.nlm.nih.gov/protein/NP_002782
PSMA6 proteasome 20S subunit alpha 6,5687,OMIM,602855,https://omim.org/entry/602855
PSMA6 proteasome 20S subunit alpha 6,5687,HGNC,9535,https://www.genenames.org/tools/search/#!/?query=%209535
PSMA6 proteasome 20S subunit alpha 6,5687,Ensembl,ENSG00000100902,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000100902
PSMA6 proteasome 20S subunit alpha 6,5687,UniProt,P60900 A0A140VK44,https://www.uniprot.org/uniprot/P60900; https://www.uniprot.org/uniprot/A0A140VK44
PSMA2 proteasome 20S subunit alpha 2,5683,NCBI-GeneID,5683,https://www.ncbi.nlm.nih.gov/gene/5683
PSMA2 proteasome 20S subunit alpha 2,5683,NCBI-ProteinID,NP_002778,https://www.ncbi.nlm.nih.gov/protein/NP_002778
PSMA2 proteasome 20S subunit alpha 2,5683,OMIM,176842,https://omim.org/entry/176842
PSMA2 proteasome 20S subunit alpha 2,5683,HGNC,9531,https://www.genenames.org/tools/search/#!/?query=%209531
PSMA2 proteasome 20S subunit alpha 2,5683,Ensembl,ENSG00000106588,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000106588
PSMA2 proteasome 20S subunit alpha 2,5683,UniProt,P25787 A0A024RA52,https://www.uniprot.org/uniprot/P25787; https://www.uniprot.org/uniprot/A0A024RA52
PSMA4 proteasome 20S subunit alpha 4,5685,NCBI-GeneID,5685,https://www.ncbi.nlm.nih.gov/gene/5685
PSMA4 proteasome 20S subunit alpha 4,5685,NCBI-ProteinID,NP_001096137,https://www.ncbi.nlm.nih.gov/protein/NP_001096137
PSMA4 proteasome 20S subunit alpha 4,5685,OMIM,176846,https://omim.org/entry/176846
PSMA4 proteasome 20S subunit alpha 4,5685,HGNC,9533,https://www.genenames.org/tools/search/#!/?query=%209533
PSMA4 proteasome 20S subunit alpha 4,5685,Ensembl,ENSG00000041357,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000041357
PSMA4 proteasome 20S subunit alpha 4,5685,UniProt,P25789,https://www.uniprot.org/uniprot/P25789
PSMA7 proteasome 20S subunit alpha 7,5688,NCBI-GeneID,5688,https://www.ncbi.nlm.nih.gov/gene/5688
PSMA7 proteasome 20S subunit alpha 7,5688,NCBI-ProteinID,NP_002783,https://www.ncbi.nlm.nih.gov/protein/NP_002783
PSMA7 proteasome 20S subunit alpha 7,5688,OMIM,606607,https://omim.org/entry/606607
PSMA7 proteasome 20S subunit alpha 7,5688,HGNC,9536,https://www.genenames.org/tools/search/#!/?query=%209536
PSMA7 proteasome 20S subunit alpha 7,5688,Ensembl,ENSG00000101182,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000101182
PSMA7 proteasome 20S subunit alpha 7,5688,UniProt,O14818 A0A0K0K1K4,https://www.uniprot.org/uniprot/O14818; https://www.uniprot.org/uniprot/A0A0K0K1K4
PSMA8 proteasome 20S subunit alpha 8,143471,NCBI-GeneID,143471,https://www.ncbi.nlm.nih.gov/gene/143471
PSMA8 proteasome 20S subunit alpha 8,143471,NCBI-ProteinID,NP_653263,https://www.ncbi.nlm.nih.gov/protein/NP_653263
PSMA8 proteasome 20S subunit alpha 8,143471,OMIM,617841,https://omim.org/entry/617841
PSMA8 proteasome 20S subunit alpha 8,143471,HGNC,22985,https://www.genenames.org/tools/search/#!/?query=%2022985
PSMA8 proteasome 20S subunit alpha 8,143471,Ensembl,ENSG00000154611,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000154611
PSMA8 proteasome 20S subunit alpha 8,143471,UniProt,Q8TAA3,https://www.uniprot.org/uniprot/Q8TAA3
PSMA5 proteasome 20S subunit alpha 5,5686,NCBI-GeneID,5686,https://www.ncbi.nlm.nih.gov/gene/5686
PSMA5 proteasome 20S subunit alpha 5,5686,NCBI-ProteinID,NP_002781,https://www.ncbi.nlm.nih.gov/protein/NP_002781
PSMA5 proteasome 20S subunit alpha 5,5686,OMIM,176844,https://omim.org/entry/176844
PSMA5 proteasome 20S subunit alpha 5,5686,HGNC,9534,https://www.genenames.org/tools/search/#!/?query=%209534
PSMA5 proteasome 20S subunit alpha 5,5686,Ensembl,ENSG00000143106,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000143106
PSMA5 proteasome 20S subunit alpha 5,5686,UniProt,P28066 A0A109NGN6,https://www.uniprot.org/uniprot/P28066; https://www.uniprot.org/uniprot/A0A109NGN6
PSMA1 proteasome 20S subunit alpha 1,5682,NCBI-GeneID,5682,https://www.ncbi.nlm.nih.gov/gene/5682
PSMA1 proteasome 20S subunit alpha 1,5682,NCBI-ProteinID,NP_002777,https://www.ncbi.nlm.nih.gov/protein/NP_002777
PSMA1 proteasome 20S subunit alpha 1,5682,OMIM,602854,https://omim.org/entry/602854
PSMA1 proteasome 20S subunit alpha 1,5682,HGNC,9530,https://www.genenames.org/tools/search/#!/?query=%209530
PSMA1 proteasome 20S subunit alpha 1,5682,Ensembl,ENSG00000129084,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000129084
PSMA1 proteasome 20S subunit alpha 1,5682,UniProt,P25786,https://www.uniprot.org/uniprot/P25786
PSMA3 proteasome 20S subunit alpha 3,5684,NCBI-GeneID,5684,https://www.ncbi.nlm.nih.gov/gene/5684
PSMA3 proteasome 20S subunit alpha 3,5684,NCBI-ProteinID,NP_002779,https://www.ncbi.nlm.nih.gov/protein/NP_002779
PSMA3 proteasome 20S subunit alpha 3,5684,OMIM,176843,https://omim.org/entry/176843
PSMA3 proteasome 20S subunit alpha 3,5684,HGNC,9532,https://www.genenames.org/tools/search/#!/?query=%209532
PSMA3 proteasome 20S subunit alpha 3,5684,Ensembl,ENSG00000100567,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000100567
PSMA3 proteasome 20S subunit alpha 3,5684,UniProt,P25788 A0A140VK43,https://www.uniprot.org/uniprot/P25788; https://www.uniprot.org/uniprot/A0A140VK43
PSMB6 proteasome 20S subunit beta 6,5694,NCBI-GeneID,5694,https://www.ncbi.nlm.nih.gov/gene/5694
PSMB6 proteasome 20S subunit beta 6,5694,NCBI-ProteinID,NP_002789,https://www.ncbi.nlm.nih.gov/protein/NP_002789
PSMB6 proteasome 20S subunit beta 6,5694,OMIM,600307,https://omim.org/entry/600307
PSMB6 proteasome 20S subunit beta 6,5694,HGNC,9543,https://www.genenames.org/tools/search/#!/?query=%209543
PSMB6 proteasome 20S subunit beta 6,5694,Ensembl,ENSG00000142507,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000142507
PSMB6 proteasome 20S subunit beta 6,5694,UniProt,P28072 Q6IAT9,https://www.uniprot.org/uniprot/P28072; https://www.uniprot.org/uniprot/Q6IAT9
PSMB7 proteasome 20S subunit beta 7,5695,NCBI-GeneID,5695,https://www.ncbi.nlm.nih.gov/gene/5695
PSMB7 proteasome 20S subunit beta 7,5695,NCBI-ProteinID,NP_002790,https://www.ncbi.nlm.nih.gov/protein/NP_002790
PSMB7 proteasome 20S subunit beta 7,5695,OMIM,604030,https://omim.org/entry/604030
PSMB7 proteasome 20S subunit beta 7,5695,HGNC,9544,https://www.genenames.org/tools/search/#!/?query=%209544
PSMB7 proteasome 20S subunit beta 7,5695,Ensembl,ENSG00000136930,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000136930
PSMB7 proteasome 20S subunit beta 7,5695,UniProt,Q99436 E9KL30,https://www.uniprot.org/uniprot/Q99436; https://www.uniprot.org/uniprot/E9KL30
PSMB3 proteasome 20S subunit beta 3,5691,NCBI-GeneID,5691,https://www.ncbi.nlm.nih.gov/gene/5691
PSMB3 proteasome 20S subunit beta 3,5691,NCBI-ProteinID,NP_002786,https://www.ncbi.nlm.nih.gov/protein/NP_002786
PSMB3 proteasome 20S subunit beta 3,5691,OMIM,602176,https://omim.org/entry/602176
PSMB3 proteasome 20S subunit beta 3,5691,HGNC,9540,https://www.genenames.org/tools/search/#!/?query=%209540
PSMB3 proteasome 20S subunit beta 3,5691,Ensembl,ENSG00000277791,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000277791
PSMB3 proteasome 20S subunit beta 3,5691,UniProt,P49720 A0A384NL22,https://www.uniprot.org/uniprot/P49720; https://www.uniprot.org/uniprot/A0A384NL22
PSMB2 proteasome 20S subunit beta 2,5690,NCBI-GeneID,5690,https://www.ncbi.nlm.nih.gov/gene/5690
PSMB2 proteasome 20S subunit beta 2,5690,NCBI-ProteinID,NP_002785,https://www.ncbi.nlm.nih.gov/protein/NP_002785
PSMB2 proteasome 20S subunit beta 2,5690,OMIM,602175,https://omim.org/entry/602175
PSMB2 proteasome 20S subunit beta 2,5690,HGNC,9539,https://www.genenames.org/tools/search/#!/?query=%209539
PSMB2 proteasome 20S subunit beta 2,5690,Ensembl,ENSG00000126067,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000126067
PSMB2 proteasome 20S subunit beta 2,5690,UniProt,P49721 A0A140VJS6,https://www.uniprot.org/uniprot/P49721; https://www.uniprot.org/uniprot/A0A140VJS6
PSMB5 proteasome 20S subunit beta 5,5693,NCBI-GeneID,5693,https://www.ncbi.nlm.nih.gov/gene/5693
PSMB5 proteasome 20S subunit beta 5,5693,NCBI-ProteinID,NP_002788,https://www.ncbi.nlm.nih.gov/protein/NP_002788
PSMB5 proteasome 20S subunit beta 5,5693,OMIM,600306,https://omim.org/entry/600306
PSMB5 proteasome 20S subunit beta 5,5693,HGNC,9542,https://www.genenames.org/tools/search/#!/?query=%209542
PSMB5 proteasome 20S subunit beta 5,5693,Ensembl,ENSG00000100804,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000100804
PSMB5 proteasome 20S subunit beta 5,5693,UniProt,P28074,https://www.uniprot.org/uniprot/P28074
PSMB1 proteasome 20S subunit beta 1,5689,NCBI-GeneID,5689,https://www.ncbi.nlm.nih.gov/gene/5689
PSMB1 proteasome 20S subunit beta 1,5689,NCBI-ProteinID,NP_002784,https://www.ncbi.nlm.nih.gov/protein/NP_002784
PSMB1 proteasome 20S subunit beta 1,5689,OMIM,602017,https://omim.org/entry/602017
PSMB1 proteasome 20S subunit beta 1,5689,HGNC,9537,https://www.genenames.org/tools/search/#!/?query=%209537
PSMB1 proteasome 20S subunit beta 1,5689,Ensembl,ENSG00000008018,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000008018
PSMB1 proteasome 20S subunit beta 1,5689,UniProt,P20618 A0A140VK45,https://www.uniprot.org/uniprot/P20618; https://www.uniprot.org/uniprot/A0A140VK45
PSMB4 proteasome 20S subunit beta 4,5692,NCBI-GeneID,5692,https://www.ncbi.nlm.nih.gov/gene/5692
PSMB4 proteasome 20S subunit beta 4,5692,NCBI-ProteinID,NP_002787,https://www.ncbi.nlm.nih.gov/protein/NP_002787
PSMB4 proteasome 20S subunit beta 4,5692,OMIM,602177,https://omim.org/entry/602177
PSMB4 proteasome 20S subunit beta 4,5692,HGNC,9541,https://www.genenames.org/tools/search/#!/?query=%209541
PSMB4 proteasome 20S subunit beta 4,5692,Ensembl,ENSG00000159377,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000159377
PSMB4 proteasome 20S subunit beta 4,5692,UniProt,P28070 A0A140VK46,https://www.uniprot.org/uniprot/P28070; https://www.uniprot.org/uniprot/A0A140VK46
"PSMC2 proteasome 26S subunit, ATPase 2",5701,NCBI-GeneID,5701,https://www.ncbi.nlm.nih.gov/gene/5701
"PSMC2 proteasome 26S subunit, ATPase 2",5701,NCBI-ProteinID,NP_002794,https://www.ncbi.nlm.nih.gov/protein/NP_002794
"PSMC2 proteasome 26S subunit, ATPase 2",5701,OMIM,154365,https://omim.org/entry/154365
"PSMC2 proteasome 26S subunit, ATPase 2",5701,HGNC,9548,https://www.genenames.org/tools/search/#!/?query=%209548
"PSMC2 proteasome 26S subunit, ATPase 2",5701,Ensembl,ENSG00000161057,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000161057
"PSMC2 proteasome 26S subunit, ATPase 2",5701,UniProt,P35998 A0A140VK70,https://www.uniprot.org/uniprot/P35998; https://www.uniprot.org/uniprot/A0A140VK70
"PSMC1 proteasome 26S subunit, ATPase 1",5700,NCBI-GeneID,5700,https://www.ncbi.nlm.nih.gov/gene/5700
"PSMC1 proteasome 26S subunit, ATPase 1",5700,NCBI-ProteinID,NP_002793,https://www.ncbi.nlm.nih.gov/protein/NP_002793
"PSMC1 proteasome 26S subunit, ATPase 1",5700,OMIM,602706,https://omim.org/entry/602706
"PSMC1 proteasome 26S subunit, ATPase 1",5700,HGNC,9547,https://www.genenames.org/tools/search/#!/?query=%209547
"PSMC1 proteasome 26S subunit, ATPase 1",5700,Ensembl,ENSG00000100764,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000100764
"PSMC1 proteasome 26S subunit, ATPase 1",5700,UniProt,P62191 Q53XL8,https://www.uniprot.org/uniprot/P62191; https://www.uniprot.org/uniprot/Q53XL8
"PSMC4 proteasome 26S subunit, ATPase 4",5704,NCBI-GeneID,5704,https://www.ncbi.nlm.nih.gov/gene/5704
"PSMC4 proteasome 26S subunit, ATPase 4",5704,NCBI-ProteinID,NP_006494,https://www.ncbi.nlm.nih.gov/protein/NP_006494
"PSMC4 proteasome 26S subunit, ATPase 4",5704,OMIM,602707,https://omim.org/entry/602707
"PSMC4 proteasome 26S subunit, ATPase 4",5704,HGNC,9551,https://www.genenames.org/tools/search/#!/?query=%209551
"PSMC4 proteasome 26S subunit, ATPase 4",5704,Ensembl,ENSG00000013275,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000013275
"PSMC4 proteasome 26S subunit, ATPase 4",5704,UniProt,P43686 A8K2M0,https://www.uniprot.org/uniprot/P43686; https://www.uniprot.org/uniprot/A8K2M0
"PSMC6 proteasome 26S subunit, ATPase 6",5706,NCBI-GeneID,5706,https://www.ncbi.nlm.nih.gov/gene/5706
