涉及疾病,涉及疾病的编号,药物,药物编号,药物链接
Non-small cell lung cancer,H00014,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Non-small cell lung cancer,H00014,Amivantamab,D11894,https://www.kegg.jp/entry/D11894
Non-small cell lung cancer,H00014,Tremelimumab,D06657,https://www.kegg.jp/entry/D06657
Non-small cell lung cancer,H00014,Sotorasib,D12055,https://www.kegg.jp/entry/D12055
Non-small cell lung cancer,H00014,Adagrasib,D12301,https://www.kegg.jp/entry/D12301
Non-small cell lung cancer,H00014,Repotrectinib,D11454,https://www.kegg.jp/entry/D11454
Gastric cancer,H00018,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Gastric cancer,H00018,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Gastric cancer,H00018,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Gastric cancer,H00018,Docetaxel,D07866,https://www.kegg.jp/entry/D07866
Gastric cancer,H00018,Docetaxel,D02165,https://www.kegg.jp/entry/D02165
Gastric cancer,H00018,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Gastric cancer,H00018,Mitomycin,D00208,https://www.kegg.jp/entry/D00208
Gastric cancer,H00018,Trastuzumab,D03257,https://www.kegg.jp/entry/D03257
Gastric cancer,H00018,Trastuzumab deruxtecan,D11529,https://www.kegg.jp/entry/D11529
Gastric cancer,H00018,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Gastric cancer,H00018,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Gastric cancer,H00018,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Pancreatic cancer,H00019,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Pancreatic cancer,H00019,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Pancreatic cancer,H00019,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Pancreatic cancer,H00019,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Pancreatic cancer,H00019,Irinotecan hydrochloride,D01061,https://www.kegg.jp/entry/D01061
Pancreatic cancer,H00019,Mitomycin,D00208,https://www.kegg.jp/entry/D00208
Pancreatic cancer,H00019,Erlotinib hydrochloride,D04023,https://www.kegg.jp/entry/D04023
Pancreatic cancer,H00019,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Colorectal cancer,H00020,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Colorectal cancer,H00020,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Colorectal cancer,H00020,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Colorectal cancer,H00020,Irinotecan hydrochloride,D01061,https://www.kegg.jp/entry/D01061
Colorectal cancer,H00020,Encorafenib,D11053,https://www.kegg.jp/entry/D11053
Colorectal cancer,H00020,Fruquintinib,D11977,https://www.kegg.jp/entry/D11977
Colorectal cancer,H00020,Regorafenib hydrate,D10137,https://www.kegg.jp/entry/D10137
Colorectal cancer,H00020,Cetuximab,D03455,https://www.kegg.jp/entry/D03455
Colorectal cancer,H00020,Panitumumab,D05350,https://www.kegg.jp/entry/D05350
Colorectal cancer,H00020,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Colorectal cancer,H00020,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Colorectal cancer,H00020,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Colorectal cancer,H00020,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Colorectal cancer,H00020,Oxaliplatin,D01790,https://www.kegg.jp/entry/D01790
Colorectal cancer,H00020,Aflibercept,D09574,https://www.kegg.jp/entry/D09574
Colorectal cancer,H00020,Leucovorin calcium,D01211,https://www.kegg.jp/entry/D01211
Colorectal cancer,H00020,Levoleucovorin calcium,D04715,https://www.kegg.jp/entry/D04715
Colorectal cancer,H00020,Calcium levofolinate hydrate,D11555,https://www.kegg.jp/entry/D11555
Colorectal cancer,H00020,Sodium levofolinate,D11394,https://www.kegg.jp/entry/D11394
Endometrial cancer,H00026,Medroxyprogesterone acetate,D00951,https://www.kegg.jp/entry/D00951
Endometrial cancer,H00026,Lenvatinib mesylate,D09920,https://www.kegg.jp/entry/D09920
Endometrial cancer,H00026,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Endometrial cancer,H00026,Dostarlimab,D11366,https://www.kegg.jp/entry/D11366
Ovarian cancer,H00027,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Ovarian cancer,H00027,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Ovarian cancer,H00027,Thiotepa,D00583,https://www.kegg.jp/entry/D00583
Ovarian cancer,H00027,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Ovarian cancer,H00027,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Ovarian cancer,H00027,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Ovarian cancer,H00027,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Ovarian cancer,H00027,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Ovarian cancer,H00027,Mirvetuximab soravtansine,D10954,https://www.kegg.jp/entry/D10954
Ovarian cancer,H00027,Cisplatin,D00275,https://www.kegg.jp/entry/D00275
Ovarian cancer,H00027,Carboplatin,D01363,https://www.kegg.jp/entry/D01363
Ovarian cancer,H00027,Olaparib,D09730,https://www.kegg.jp/entry/D09730
Ovarian cancer,H00027,Niraparib tosylate,D11895,https://www.kegg.jp/entry/D11895
Ovarian cancer,H00027,Rucaparib camsylate,D10982,https://www.kegg.jp/entry/D10982
Ovarian cancer,H00027,Altretamine,D02841,https://www.kegg.jp/entry/D02841
Cervical cancer,H00030,Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,https://www.kegg.jp/entry/D10192
Cervical cancer,H00030,"Human papillomavirus 9-valent vaccine, recombinant",D11863,https://www.kegg.jp/entry/D11863
Cervical cancer,H00030,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Cervical cancer,H00030,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Cervical cancer,H00030,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Cervical cancer,H00030,Tisotumab vedotin,D11814,https://www.kegg.jp/entry/D11814
Thyroid cancer,H00032,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Thyroid cancer,H00032,Dabrafenib mesylate,D10104,https://www.kegg.jp/entry/D10104
Thyroid cancer,H00032,Trametinib dimethyl sulfoxide,D10176,https://www.kegg.jp/entry/D10176
Thyroid cancer,H00032,Sorafenib tosylate,D06272,https://www.kegg.jp/entry/D06272
Thyroid cancer,H00032,Cabozantinib s-malate,D10095,https://www.kegg.jp/entry/D10095
Thyroid cancer,H00032,Lenvatinib mesylate,D09920,https://www.kegg.jp/entry/D09920
Thyroid cancer,H00032,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Thyroid cancer,H00032,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Thyroid cancer,H00032,Sodium iodide I 131,D02259,https://www.kegg.jp/entry/D02259
Thyroid cancer,H00032,Thyroid,D06482,https://www.kegg.jp/entry/D06482
Squamous cell carcinoma,H00040,Bleomycin sulfate,D02177,https://www.kegg.jp/entry/D02177
Squamous cell carcinoma,H00040,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Squamous cell carcinoma,H00040,Cemiplimab,D11108,https://www.kegg.jp/entry/D11108
Kaposi sarcoma,H00041,Alitretinoin,D02815,https://www.kegg.jp/entry/D02815
Kaposi sarcoma,H00041,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Kaposi sarcoma,H00041,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Kaposi sarcoma,H00041,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Kaposi sarcoma,H00041,Interferon alfa-2b,D02745,https://www.kegg.jp/entry/D02745
Cholangiocarcinoma,H00046,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Cholangiocarcinoma,H00046,Infigratinib phosphate,D11611,https://www.kegg.jp/entry/D11611
Cholangiocarcinoma,H00046,Futibatinib,D11725,https://www.kegg.jp/entry/D11725
Cholangiocarcinoma,H00046,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Gallbladder cancer,H00047,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Medullary thyroid cancer,H01592,Vandetanib,D06407,https://www.kegg.jp/entry/D06407
Medullary thyroid cancer,H01592,Cabozantinib s-malate,D10095,https://www.kegg.jp/entry/D10095
Medullary thyroid cancer,H01592,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Medullary thyroid cancer,H01592,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Myelodysplastic/myeloproliferative neoplasms,H02410,Imatinib mesylate,D01441,https://www.kegg.jp/entry/D01441
Myelodysplastic/myeloproliferative neoplasms,H02410,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Erdheim-Chester disease,H02425,Vemurafenib,D09996,https://www.kegg.jp/entry/D09996
Acute myeloid leukemia,H00003,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Acute myeloid leukemia,H00003,Thioguanine,D06109,https://www.kegg.jp/entry/D06109
Acute myeloid leukemia,H00003,Cytarabine,D00168,https://www.kegg.jp/entry/D00168
Acute myeloid leukemia,H00003,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Acute myeloid leukemia,H00003,Daunorubicin hydrochloride,D01264,https://www.kegg.jp/entry/D01264
Acute myeloid leukemia,H00003,Idarubicin hydrochloride,D01747,https://www.kegg.jp/entry/D01747
Acute myeloid leukemia,H00003,Mitoxantrone hydrochloride,D02166,https://www.kegg.jp/entry/D02166
Acute myeloid leukemia,H00003,Midostaurin,D05029,https://www.kegg.jp/entry/D05029
Acute myeloid leukemia,H00003,Quizartinib dihydrochloride,D09956,https://www.kegg.jp/entry/D09956
Acute myeloid leukemia,H00003,Gilteritinib fumarate,D10800,https://www.kegg.jp/entry/D10800
Acute myeloid leukemia,H00003,Gemtuzumab ozogamicin,D03259,https://www.kegg.jp/entry/D03259
Acute myeloid leukemia,H00003,Glasdegib maleate,D11107,https://www.kegg.jp/entry/D11107
Acute myeloid leukemia,H00003,Venetoclax,D10679,https://www.kegg.jp/entry/D10679
Acute myeloid leukemia,H00003,Enasidenib mesylate,D11044,https://www.kegg.jp/entry/D11044
Acute myeloid leukemia,H00003,Ivosidenib,D11090,https://www.kegg.jp/entry/D11090
Acute myeloid leukemia,H00003,Daunorubicin and cytarabine,D11390,https://www.kegg.jp/entry/D11390
Acute myeloid leukemia,H00003,Sargramostim,D05803,https://www.kegg.jp/entry/D05803
Acute myeloid leukemia,H00003,Enocitabine,D01633,https://www.kegg.jp/entry/D01633
Acute myeloid leukemia,H00003,Olutasidenib,D12483,https://www.kegg.jp/entry/D12483
Multiple myeloma,H00010,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Multiple myeloma,H00010,Melphalan,D00369,https://www.kegg.jp/entry/D00369
Multiple myeloma,H00010,Melphalan hydrochloride,D08173,https://www.kegg.jp/entry/D08173
Multiple myeloma,H00010,Melphalan flufenamide hydrochloride,D11870,https://www.kegg.jp/entry/D11870
Multiple myeloma,H00010,Carmustine,D00254,https://www.kegg.jp/entry/D00254
Multiple myeloma,H00010,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Multiple myeloma,H00010,Daratumumab,D10777,https://www.kegg.jp/entry/D10777
Multiple myeloma,H00010,Daratumumab and hyaluronidase,D11967,https://www.kegg.jp/entry/D11967
Multiple myeloma,H00010,Isatuximab,D11050,https://www.kegg.jp/entry/D11050
Multiple myeloma,H00010,Elotuzumab,D09337,https://www.kegg.jp/entry/D09337
Multiple myeloma,H00010,Belantamab mafodotin,D11595,https://www.kegg.jp/entry/D11595
Multiple myeloma,H00010,Teclistamab,D12177,https://www.kegg.jp/entry/D12177
Multiple myeloma,H00010,Talquetamab,D12180,https://www.kegg.jp/entry/D12180
Multiple myeloma,H00010,Bortezomib,D03150,https://www.kegg.jp/entry/D03150
Multiple myeloma,H00010,Carfilzomib,D08880,https://www.kegg.jp/entry/D08880
Multiple myeloma,H00010,Ixazomib citrate,D10131,https://www.kegg.jp/entry/D10131
Multiple myeloma,H00010,Ciltacabtagene autoleucel,D12315,https://www.kegg.jp/entry/D12315
Multiple myeloma,H00010,Idecabtagene vicleucel,D11556,https://www.kegg.jp/entry/D11556
Multiple myeloma,H00010,Selinexor,D11222,https://www.kegg.jp/entry/D11222
Multiple myeloma,H00010,Plerixafor,D08971,https://www.kegg.jp/entry/D08971
Multiple myeloma,H00010,Thalidomide,D00754,https://www.kegg.jp/entry/D00754
Multiple myeloma,H00010,Lenalidomide,D04687,https://www.kegg.jp/entry/D04687
Multiple myeloma,H00010,Pomalidomide,D08976,https://www.kegg.jp/entry/D08976
Multiple myeloma,H00010,Zoledronic acid,D01968,https://www.kegg.jp/entry/D01968
Multiple myeloma,H00010,Denosumab,D03684,https://www.kegg.jp/entry/D03684
Multiple myeloma,H00010,Elranatamab,D12058,https://www.kegg.jp/entry/D12058
Multiple myeloma,H00010,Motixafortide acetate,D12282,https://www.kegg.jp/entry/D12282
Gastric cancer,H00018,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Gastric cancer,H00018,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Gastric cancer,H00018,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Gastric cancer,H00018,Docetaxel,D07866,https://www.kegg.jp/entry/D07866
Gastric cancer,H00018,Docetaxel,D02165,https://www.kegg.jp/entry/D02165
Gastric cancer,H00018,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Gastric cancer,H00018,Mitomycin,D00208,https://www.kegg.jp/entry/D00208
Gastric cancer,H00018,Trastuzumab,D03257,https://www.kegg.jp/entry/D03257
Gastric cancer,H00018,Trastuzumab deruxtecan,D11529,https://www.kegg.jp/entry/D11529
Gastric cancer,H00018,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Gastric cancer,H00018,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Gastric cancer,H00018,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Thyroid cancer,H00032,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Thyroid cancer,H00032,Dabrafenib mesylate,D10104,https://www.kegg.jp/entry/D10104
Thyroid cancer,H00032,Trametinib dimethyl sulfoxide,D10176,https://www.kegg.jp/entry/D10176
Thyroid cancer,H00032,Sorafenib tosylate,D06272,https://www.kegg.jp/entry/D06272
Thyroid cancer,H00032,Cabozantinib s-malate,D10095,https://www.kegg.jp/entry/D10095
Thyroid cancer,H00032,Lenvatinib mesylate,D09920,https://www.kegg.jp/entry/D09920
Thyroid cancer,H00032,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Thyroid cancer,H00032,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Thyroid cancer,H00032,Sodium iodide I 131,D02259,https://www.kegg.jp/entry/D02259
Thyroid cancer,H00032,Thyroid,D06482,https://www.kegg.jp/entry/D06482
Adrenal carcinoma,H00033,Mitotane,D00420,https://www.kegg.jp/entry/D00420
Melanoma,H00038,Dacarbazine,D00288,https://www.kegg.jp/entry/D00288
Melanoma,H00038,Vemurafenib,D09996,https://www.kegg.jp/entry/D09996
Melanoma,H00038,Dabrafenib mesylate,D10104,https://www.kegg.jp/entry/D10104
Melanoma,H00038,Encorafenib,D11053,https://www.kegg.jp/entry/D11053
Melanoma,H00038,Trametinib dimethyl sulfoxide,D10176,https://www.kegg.jp/entry/D10176
Melanoma,H00038,Cobimetinib fumarate,D10615,https://www.kegg.jp/entry/D10615
Melanoma,H00038,Binimetinib,D10604,https://www.kegg.jp/entry/D10604
Melanoma,H00038,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Melanoma,H00038,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Melanoma,H00038,Ipilimumab,D04603,https://www.kegg.jp/entry/D04603
Melanoma,H00038,Nivolumab and relatlimab,D12334,https://www.kegg.jp/entry/D12334
Melanoma,H00038,Talimogene laherparepvec,D09966,https://www.kegg.jp/entry/D09966
Melanoma,H00038,Lifileucel,D12833,https://www.kegg.jp/entry/D12833
Melanoma,H00038,Tebentafusp,D12296,https://www.kegg.jp/entry/D12296
Melanoma,H00038,Interferon alfa-2b,D02745,https://www.kegg.jp/entry/D02745
Melanoma,H00038,Peginterferon alfa-2b,D02748,https://www.kegg.jp/entry/D02748
Melanoma,H00038,Aldesleukin,D00748,https://www.kegg.jp/entry/D00748
Myelodysplastic/myeloproliferative neoplasms,H02410,Imatinib mesylate,D01441,https://www.kegg.jp/entry/D01441
Myelodysplastic/myeloproliferative neoplasms,H02410,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Erdheim-Chester disease,H02425,Vemurafenib,D09996,https://www.kegg.jp/entry/D09996
Erdheim-Chester disease,H02425,Vemurafenib,D09996,https://www.kegg.jp/entry/D09996
Non-small cell lung cancer,H00014,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Non-small cell lung cancer,H00014,Pemetrexed sodium hydrate,D06503,https://www.kegg.jp/entry/D06503
Non-small cell lung cancer,H00014,Gemcitabine hydrochloride,D01155,https://www.kegg.jp/entry/D01155
Non-small cell lung cancer,H00014,Vinorelbine tartrate,D01935,https://www.kegg.jp/entry/D01935
Non-small cell lung cancer,H00014,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Non-small cell lung cancer,H00014,Docetaxel,D07866,https://www.kegg.jp/entry/D07866
Non-small cell lung cancer,H00014,Docetaxel,D02165,https://www.kegg.jp/entry/D02165
Non-small cell lung cancer,H00014,Gefitinib,D01977,https://www.kegg.jp/entry/D01977
Non-small cell lung cancer,H00014,Erlotinib hydrochloride,D04023,https://www.kegg.jp/entry/D04023
Non-small cell lung cancer,H00014,Afatinib dimaleate,D09733,https://www.kegg.jp/entry/D09733
Non-small cell lung cancer,H00014,Osimertinib mesylate,D10766,https://www.kegg.jp/entry/D10766
Non-small cell lung cancer,H00014,Dacomitinib,D10514,https://www.kegg.jp/entry/D10514
Non-small cell lung cancer,H00014,Lazertinib mesylate,D12245,https://www.kegg.jp/entry/D12245
Non-small cell lung cancer,H00014,Mobocertinib succinate,D11969,https://www.kegg.jp/entry/D11969
Non-small cell lung cancer,H00014,Dabrafenib mesylate,D10104,https://www.kegg.jp/entry/D10104
Non-small cell lung cancer,H00014,Crizotinib,D09731,https://www.kegg.jp/entry/D09731
Non-small cell lung cancer,H00014,Ceritinib,D10551,https://www.kegg.jp/entry/D10551
Non-small cell lung cancer,H00014,Alectinib hydrochloride,D10450,https://www.kegg.jp/entry/D10450
Non-small cell lung cancer,H00014,Brigatinib,D10866,https://www.kegg.jp/entry/D10866
Non-small cell lung cancer,H00014,Lorlatinib,D11012,https://www.kegg.jp/entry/D11012
Non-small cell lung cancer,H00014,Trametinib dimethyl sulfoxide,D10176,https://www.kegg.jp/entry/D10176
Non-small cell lung cancer,H00014,Entrectinib,D10926,https://www.kegg.jp/entry/D10926
Non-small cell lung cancer,H00014,Capmatinib hydrochloride,D10891,https://www.kegg.jp/entry/D10891
Non-small cell lung cancer,H00014,Tepotinib hydrochloride,D11073,https://www.kegg.jp/entry/D11073
Non-small cell lung cancer,H00014,Selpercatinib,D11713,https://www.kegg.jp/entry/D11713
Non-small cell lung cancer,H00014,Pralsetinib,D11712,https://www.kegg.jp/entry/D11712
Non-small cell lung cancer,H00014,Trastuzumab deruxtecan,D11529,https://www.kegg.jp/entry/D11529
Non-small cell lung cancer,H00014,Necitumumab,D10018,https://www.kegg.jp/entry/D10018
Non-small cell lung cancer,H00014,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Non-small cell lung cancer,H00014,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Non-small cell lung cancer,H00014,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Non-small cell lung cancer,H00014,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Non-small cell lung cancer,H00014,Cemiplimab,D11108,https://www.kegg.jp/entry/D11108
Non-small cell lung cancer,H00014,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Non-small cell lung cancer,H00014,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Non-small cell lung cancer,H00014,Amivantamab,D11894,https://www.kegg.jp/entry/D11894
Non-small cell lung cancer,H00014,Tremelimumab,D06657,https://www.kegg.jp/entry/D06657
Non-small cell lung cancer,H00014,Sotorasib,D12055,https://www.kegg.jp/entry/D12055
Non-small cell lung cancer,H00014,Adagrasib,D12301,https://www.kegg.jp/entry/D12301
